project_id,project_name,start_date,end_date,project_manager,team_members,status,budget,expenditure,client
P0242,Blockchain Integration,2022-04-30 20:26:27,2024-05-31 20:26:27,Frank,"Eve, Charlie",Active,533595,878868,Client D
P0243,App Development,2023-04-30 20:26:27,2022-11-30 20:26:27,Charlie,Charlie,Pending,479293,,Client E
P0244,Blockchain Integration,2024-09-12 20:26:27,2023-04-13 20:26:27,Bob,,Cancelled,968195,167957,Client C
P0245,,2022-12-13 20:26:27,2022-06-25 20:26:27,,"Frank, David, Alice",Cancelled,162571,96159,Client A
P0246,,2023-11-11 20:26:27,2022-05-13 20:26:27,David,Bob,Completed,144993,628654,Client D
P0247,IoT Automation,2022-05-07 20:26:27,2024-08-14 20:26:27,David,"Charlie, Bob",Completed,918551,,Client A
P0248,IoT Automation,2022-08-28 20:26:27,,Bob,"Alice, David",Active,301961,756942,Client C
P0249,AI Software,2023-01-27 20:26:27,2023-09-25 20:26:27,Bob,,Cancelled,491834,,Client E
P0250,Blockchain Integration,2024-06-08 20:26:27,2024-02-10 20:26:27,Bob,"Eve, David, Frank",Pending,735894,285018,Client C
P0251,AI Software,2023-02-17 20:26:27,2024-07-13 20:26:27,Bob,"Bob, Alice, Charlie",Active,335637,445718,Client E
P0252,,2023-10-01 20:26:27,2024-07-07 20:26:27,Alice,,Cancelled,233511,866872,Client D
P0253,Data Warehouse,2024-05-16 20:26:27,2022-11-22 20:26:27,,Bob,Pending,928865,659258,Client B
P0254,AI Software,2024-05-07 20:26:27,2024-03-11 20:26:27,Alice,"Eve, Frank",Completed,526279,,Client C
P0255,App Development,2024-04-18 20:26:27,2022-12-28 20:26:27,Charlie,Eve,pennding,892125,722322,Client C
P0256,,2022-06-22 20:26:27,2024-06-27 20:26:27,David,David,Active,353063,357075,Client E
P0257,Data Warehouse,2022-11-11 20:26:27,2024-02-18 20:26:27,Bob,David,pennding,401599,684122,Client B
P0258,IoT Automation,2022-08-23 20:26:27,2023-11-01 20:26:27,Frank,"Alice, Charlie",Completed,178701,786111,Client A
P0259,Cloud Migration,2023-01-20 20:26:27,2023-02-10 20:26:27,Frank,"Alice, David, Charlie",Pending,132415,689447,Client C
P0260,Blockchain Integration,2022-07-15 20:26:27,2022-09-24 20:26:27,Bob,Charlie,Pending,688971,623359,Client B
P0261,App Development,2022-04-10 20:26:27,,Bob,,Pending,,,Client D
P0262,Blockchain Integration,2024-05-04 20:26:27,2024-02-09 20:26:27,Alice,"David, Frank, Charlie",Cancelled,252634,500162,Client E
P0263,IoT Automation,2022-10-13 20:26:27,2022-06-05 20:26:27,Bob,Charlie,Active,141889,,Client E
P0264,App Development,2023-07-30 20:26:27,2022-03-22 20:26:27,David,"Eve, David, Charlie",pennding,512370,377568,Client A
P0265,App Development,2024-09-06 20:26:27,2023-04-04 20:26:27,Eve,"Eve, Bob, Frank",pennding,781749,515511,Client B
P0266,Cloud Migration,2023-08-27 20:26:27,,David,"Charlie, Frank, Alice",Completed,458070,,Client B
P0267,Blockchain Integration,2023-10-13 20:26:27,,Frank,"Eve, David, Alice",Pending,661293,157174,Client A
P0268,Cloud Migration,2022-11-28 20:26:27,,Charlie,Bob,Completed,423110,217570,Client E
P0269,Cloud Migration,2022-10-15 20:26:27,,David,"Alice, Frank",Completed,592738,422843,Client B
P0270,Blockchain Integration,2024-02-20 20:26:27,2023-11-19 20:26:27,Bob,David,Cancelled,504848,304969,Client D
P0271,AI Software,2023-07-24 20:26:27,2022-08-28 20:26:27,David,"Frank, Bob",Completed,980287,476383,Client A
P0272,AI Software,2023-02-03 20:26:27,2024-04-10 20:26:27,David,"David, Charlie",Completed,829022,623268,Client A
P0273,IoT Automation,2024-01-03 20:26:27,2022-07-29 20:26:27,Alice,"Bob, Charlie, Alice",Completed,815321,576943,Client B
P0274,Cloud Migration,2022-09-11 20:26:27,2024-02-19 20:26:27,Eve,,Pending,793117,877687,Client B
P0275,Data Warehouse,2022-09-15 20:26:27,2024-02-03 20:26:27,Frank,"Charlie, Eve",Cancelled,243935,,Client E
P0276,Cloud Migration,2022-08-10 20:26:27,2023-04-08 20:26:27,David,David,Cancelled,195407,,Client E
P0277,Cloud Migration,2023-07-19 20:26:27,,Frank,"Bob, David, Eve",Pending,459042,289025,Client B
P0278,,2024-02-24 20:26:27,2022-09-04 20:26:27,Charlie,,Completed,746307,,Client D
P0279,IoT Automation,2023-04-23 20:26:27,2022-12-22 20:26:27,David,"Frank, Bob",Pending,363814,321090,Client A
P0280,AI Software,2024-02-19 20:26:27,2024-10-03 20:26:27,Eve,"Bob, David, Alice",pennding,384427,208690,Client E
P0281,IoT Automation,2023-12-09 20:26:27,,Frank,"Alice, David",Pending,723309,839467,Client D
P0282,IoT Automation,2022-07-15 20:26:27,2023-08-07 20:26:27,Eve,Frank,Pending,428258,681182,Client E
P0283,IoT Automation,2022-08-09 20:26:27,,Eve,Eve,Completed,439910,495555,Client E
P0284,AI Software,2023-06-28 20:26:27,2024-06-11 20:26:27,Eve,"Alice, Eve, Frank",Pending,693509,,Client B
P0285,AI Software,2022-04-09 20:26:27,2024-11-19 20:26:27,Eve,,Pending,421228,143513,Client E
P0286,Cloud Migration,2022-06-18 20:26:27,2023-09-08 20:26:27,Frank,"Frank, Eve",Pending,451271,274869,Client A
P0287,IoT Automation,2024-04-05 20:26:27,2022-12-15 20:26:27,Frank,"Charlie, Eve",Pending,531530,,Client C
P0288,Data Warehouse,2023-10-10 20:26:27,2022-05-31 20:26:27,Alice,,Cancelled,726797,843445,Client B
P0289,AI Software,2022-11-26 20:26:27,2024-06-10 20:26:27,Eve,,Pending,791128,310345,Client D
P0290,Blockchain Integration,2022-02-24 20:26:27,2022-06-06 20:26:27,Alice,Bob,pennding,742833,842189,Client E
P0291,,2023-03-16 20:26:27,2023-01-19 20:26:27,David,Alice,Cancelled,246043,721190,Client D
P0292,Blockchain Integration,2023-07-27 20:26:27,2024-08-27 20:26:27,David,"Charlie, Frank, David",Cancelled,821768,,Client B
P0293,App Development,2023-07-06 20:26:27,,Alice,"Eve, Charlie",Active,820480,163204,Client A
P0294,Cloud Migration,2022-08-25 20:26:27,2024-09-27 20:26:27,Bob,Bob,Cancelled,847237,548189,Client C
P0295,Blockchain Integration,2024-01-06 20:26:27,2024-01-12 20:26:27,Eve,"Eve, Charlie, Alice",Active,436742,50445,Client E
P0296,Cloud Migration,2022-08-16 20:26:27,2022-10-08 20:26:27,Eve,Alice,Cancelled,585166,310702,Client D
P0297,Blockchain Integration,2023-09-25 20:26:27,2023-01-18 20:26:27,David,Bob,pennding,281839,,Client B
P0298,Data Warehouse,2023-05-25 20:26:27,,Frank,"Frank, David",Completed,857850,633316,Client C
P0299,Cloud Migration,2023-04-29 20:26:27,,Alice,"Eve, David, Charlie",Cancelled,769615,470068,Client A
P0300,Blockchain Integration,2023-08-19 20:26:27,2024-09-01 20:26:27,Eve,"Charlie, David, Frank",Pending,727186,784351,Client C
P0301,AI Software,2024-05-08 20:26:27,,David,,Active,970726,,Client B
P0302,Cloud Migration,2022-07-07 20:26:27,2022-12-24 20:26:27,Eve,Alice,Completed,778929,341941,Client A
P0303,App Development,2024-03-30 20:26:27,2024-11-11 20:26:27,Frank,"Bob, Alice, Frank",Completed,493214,569665,Client D
P0304,AI Software,2022-07-23 20:26:27,2022-08-06 20:26:27,Alice,,Pending,607870,180620,Client C
P0305,AI Software,2023-02-09 20:26:27,,Bob,"Eve, Bob, Alice",Pending,695789,499752,Client D
P0306,IoT Automation,2024-06-01 20:26:27,2022-12-10 20:26:27,Charlie,"Bob, David",Pending,457983,83099,Client C
P0307,App Development,2022-05-11 20:26:27,,David,Bob,Active,735420,780872,Client B
P0308,AI Software,2024-02-07 20:26:27,,David,"Frank, David, Eve",Pending,,,Client C
P0309,AI Software,2024-08-28 20:26:27,2022-11-02 20:26:27,Charlie,"Eve, Bob",pennding,494853,486617,Client B
P0310,Blockchain Integration,2023-01-03 20:26:27,2024-08-06 20:26:27,Charlie,"David, Alice, Charlie",Cancelled,512175,116248,Client D
P0311,Blockchain Integration,2023-06-16 20:26:27,2022-06-01 20:26:27,David,,Pending,,826298,Client E
P0312,Cloud Migration,2022-05-09 20:26:27,2023-10-25 20:26:27,Bob,"David, Frank, Eve",Completed,367188,833833,Client A
P0313,Cloud Migration,2023-10-06 20:26:27,2022-10-10 20:26:27,David,"Frank, Eve, Charlie",Completed,576851,,Client A
P0314,Cloud Migration,2023-04-02 20:26:27,2023-02-02 20:26:27,Charlie,,Cancelled,677392,784207,Client E
P0315,Blockchain Integration,2022-03-09 20:26:27,2024-06-26 20:26:27,Eve,"Eve, Frank, David",Pending,390551,614385,Client E
P0316,,2024-07-07 20:26:27,,Alice,Eve,Active,540919,623173,Client A
P0317,AI Software,2022-10-23 20:26:27,2023-03-06 20:26:27,Frank,,pennding,153470,623261,Client C
P0318,,2022-06-07 20:26:27,2023-08-27 20:26:27,Eve,"Alice, Charlie, David",Completed,758623,814921,Client D
P0319,Cloud Migration,2023-05-11 20:26:27,2024-04-15 20:26:27,Bob,David,Completed,724187,,Client D
P0320,AI Software,2022-06-02 20:26:27,2024-06-17 20:26:27,David,"Charlie, David, Eve",Pending,558408,627925,Client B
P0321,Cloud Migration,2024-06-15 20:26:27,2023-02-28 20:26:27,Frank,,Cancelled,225246,334686,Client C
P0322,Data Warehouse,2024-01-03 20:26:27,2022-06-23 20:26:27,David,David,Cancelled,-100000,,Client C
P0323,,2024-07-27 20:26:27,2022-05-16 20:26:27,Alice,Eve,Active,940223,592084,Client D
P0324,Data Warehouse,2022-08-31 20:26:27,,Frank,"Charlie, Eve, David",Cancelled,143027,159666,Client D
P0325,Cloud Migration,2024-05-09 20:26:27,2023-03-27 20:26:27,Eve,"Frank, David",Cancelled,390828,392305,Client A
P0326,IoT Automation,2024-01-15 20:26:27,2023-11-26 20:26:27,Alice,"Frank, Charlie, David",Completed,661221,463683,Client D
P0327,,2023-07-18 20:26:27,2024-01-02 20:26:27,Bob,Eve,Pending,921947,327900,Client D
P0328,App Development,2022-04-07 20:26:27,2024-03-11 20:26:27,Eve,"Frank, Alice, David",Cancelled,,696413,Client D
P0329,IoT Automation,2023-05-14 20:26:27,2024-08-25 20:26:27,Frank,,Active,543824,697397,Client B
P0330,IoT Automation,2024-05-23 20:26:27,2023-03-15 20:26:27,Eve,,Active,792371,311070,Client E
P0331,Cloud Migration,2022-06-23 20:26:27,2023-03-08 20:26:27,,"Charlie, Bob",Active,110334,660029,Client D
P0332,Blockchain Integration,2023-07-31 20:26:27,2022-04-01 20:26:27,David,Alice,Pending,754688,698591,Client E
P0333,Blockchain Integration,2024-07-19 20:26:27,2022-07-05 20:26:27,,"Charlie, Bob",Pending,-100000,376752,Client A
P0334,Data Warehouse,2022-02-24 20:26:27,2022-06-07 20:26:27,Charlie,"Alice, Frank, Charlie",Pending,341684,449677,Client C
P0335,Blockchain Integration,2022-04-02 20:26:27,2023-06-08 20:26:27,David,"Bob, Alice, Frank",Cancelled,732984,772142,Client B
P0336,AI Software,2024-03-07 20:26:27,2024-05-10 20:26:27,Alice,"Charlie, Alice",Pending,379692,144682,Client B
P0337,,2022-07-07 20:26:27,,Bob,"Charlie, Bob, Alice",Active,470725,666931,Client D
P0338,IoT Automation,2023-07-17 20:26:27,2022-09-09 20:26:27,David,,Cancelled,259072,378786,Client B
P0339,App Development,2022-04-29 20:26:27,2022-03-18 20:26:27,Eve,"Eve, Alice, Frank",Completed,,101695,Client E
P0340,AI Software,2023-10-29 20:26:27,2023-10-21 20:26:27,Frank,Frank,Active,899383,693508,Client E
P0341,IoT Automation,2022-03-13 20:26:27,,,Charlie,Pending,944848,,Client E
P0342,,2024-09-23 20:26:27,2023-03-22 20:26:27,David,,Cancelled,501889,111434,Client C
P0343,AI Software,2023-08-23 20:26:27,,Alice,"Frank, Alice",Completed,-100000,868986,Client D
P0344,AI Software,2024-08-27 20:26:27,2024-11-07 20:26:27,Charlie,,Completed,-100000,428867,Client D
P0345,App Development,2023-09-11 20:26:27,,Charlie,David,Pending,698988,450021,Client C
P0346,,2023-05-25 20:26:27,2023-10-20 20:26:27,Frank,Bob,Completed,382831,96649,Client C
P0347,App Development,2023-10-04 20:26:27,2023-04-17 20:26:27,Frank,"Charlie, Frank",Active,230614,123802,Client A
P0348,App Development,2024-02-22 20:26:27,2023-05-10 20:26:27,Frank,Charlie,Cancelled,,493004,Client E
P0349,Blockchain Integration,2023-09-21 20:26:27,2022-09-30 20:26:27,Bob,"Charlie, Bob",Completed,331707,114872,Client E
P0350,AI Software,2024-07-29 20:26:27,2022-09-23 20:26:27,Frank,"David, Bob, Eve",Pending,739219,674958,Client E
P0351,App Development,2023-10-03 20:26:27,,Frank,"David, Frank",Pending,281973,,Client E
P0352,AI Software,2024-03-05 20:26:27,2024-11-05 20:26:27,Alice,"Frank, Charlie, Alice",Pending,393046,464067,Client A
P0353,,2024-09-22 20:26:27,2024-10-10 20:26:27,Alice,Frank,Active,350369,379659,Client A
P0354,AI Software,2023-11-29 20:26:27,2022-03-24 20:26:27,Alice,Alice,Completed,556333,793814,Client A
P0355,App Development,2022-03-12 20:26:27,2023-06-20 20:26:27,Frank,"Bob, David",pennding,728848,154866,Client A
P0356,AI Software,2024-07-11 20:26:27,2022-11-21 20:26:27,David,,Pending,567838,322530,Client E
P0357,IoT Automation,2022-06-14 20:26:27,2023-09-21 20:26:27,Frank,"Frank, Bob, Alice",Pending,205242,678614,Client E
P0358,Blockchain Integration,2022-10-20 20:26:27,2023-10-05 20:26:27,Charlie,"Frank, Eve, Charlie",Cancelled,528379,,Client E
P0359,Cloud Migration,2022-12-25 20:26:27,,Alice,"Frank, Eve, Charlie",Completed,564023,101539,Client C
P0360,AI Software,2023-11-12 20:26:27,2023-02-28 20:26:27,Eve,"Charlie, Alice",Completed,503151,,Client D
P0361,App Development,2022-08-02 20:26:27,,Frank,"Eve, Bob, David",Pending,887159,,Client B
P0362,Blockchain Integration,2024-05-24 20:26:27,,David,Eve,Cancelled,667557,192487,Client E
P0363,App Development,2024-06-02 20:26:27,,Frank,"Frank, David, Charlie",Completed,-100000,658555,Client A
P0364,App Development,2024-09-11 20:26:27,2022-02-26 20:26:27,Eve,"David, Bob, Charlie",Cancelled,615395,99239,Client E
P0365,AI Software,2024-01-01 20:26:27,2023-05-20 20:26:27,Eve,,Pending,649386,444616,Client B
P0366,App Development,2022-03-26 20:26:27,2023-03-30 20:26:27,Bob,"Frank, Bob",pennding,121722,765557,Client C
P0367,AI Software,2022-06-24 20:26:27,2022-07-19 20:26:27,David,"Charlie, Bob, Alice",Completed,745543,873674,Client B
P0368,Cloud Migration,2023-06-25 20:26:27,2023-01-31 20:26:27,Eve,"Eve, Charlie",Pending,563669,633797,Client A
P0369,IoT Automation,2022-11-08 20:26:27,,David,Alice,Pending,491078,502292,Client A
P0370,App Development,2022-06-22 20:26:27,,Alice,,Active,181114,102431,Client E
P0371,App Development,2024-05-31 20:26:27,2024-03-20 20:26:27,Bob,"Charlie, Bob, Frank",Completed,832880,506973,Client E
P0372,App Development,2022-09-04 20:26:27,,Charlie,"Alice, Frank, Charlie",Active,-100000,65052,Client D
P0373,Data Warehouse,2022-10-29 20:26:27,,Eve,"Charlie, Alice, Eve",Cancelled,317192,,Client E
P0374,Data Warehouse,2023-06-28 20:26:27,2023-08-13 20:26:27,Frank,David,pennding,470425,,Client C
P0375,Blockchain Integration,2023-07-19 20:26:27,2024-09-24 20:26:27,Bob,"Alice, David, Charlie",Cancelled,360849,514619,Client C
P0376,IOT AUTOMATION,2023-01-29 20:26:27,2022-10-22 20:26:27,Bob,"Eve, Frank, Bob",Cancelled,342111,80601,Client B
P0377,IoT Automation,2024-10-15 20:26:27,2024-05-24 20:26:27,Bob,"Frank, Eve",Active,592529,870528,Client C
P0378,Data Warehouse,2022-04-07 20:26:27,,Bob,,Active,819839,855312,Client D
P0379,Blockchain Integration,2024-07-31 20:26:27,2022-12-02 20:26:27,Frank,"Eve, Bob, Charlie",Pending,355928,281454,Client C
P0380,,2024-10-01 20:26:27,,Alice,Frank,Active,167837,581021,Client E
P0381,Cloud Migration,2024-02-01 20:26:27,2023-11-30 20:26:27,David,"Alice, Frank",Cancelled,938966,,Client E
P0382,Blockchain Integration,2024-03-14 20:26:27,2022-09-10 20:26:27,Charlie,,Active,,304297,Client C
P0383,IoT Automation,2022-06-18 20:26:27,2024-02-28 20:26:27,Charlie,"Bob, David",Pending,476984,437479,Client E
P0384,IoT Automation,2024-05-20 20:26:27,,Frank,,Cancelled,614806,474082,Client E
P0385,Data Warehouse,2023-04-08 20:26:27,,David,"Eve, Frank",pennding,566959,871327,Client D
P0386,Cloud Migration,2022-03-03 20:26:27,2024-02-18 20:26:27,Charlie,"Charlie, Eve",Pending,193806,714307,Client E
P0387,Data Warehouse,2022-10-07 20:26:27,2024-07-22 20:26:27,Frank,"David, Frank",Active,465145,489074,Client C
P0388,AI Software,2023-02-05 20:26:27,2024-10-20 20:26:27,,"Bob, Frank",Active,484402,353238,Client D
P0389,AI Software,2023-04-29 20:26:27,2023-09-07 20:26:27,Alice,"Frank, David",Active,372482,,Client B
P0390,Cloud Migration,2023-08-14 20:26:27,2024-09-15 20:26:27,Bob,"Eve, Frank, Alice",Active,276728,400226,Client E
P0391,App Development,2024-06-29 20:26:27,2022-02-25 20:26:27,Bob,"David, Alice",Completed,713935,413880,Client C
P0392,,2022-08-18 20:26:27,2024-09-02 20:26:27,Alice,"Charlie, Alice, David",Active,728207,106307,Client D
P0393,AI Software,2023-12-30 20:26:27,2023-06-15 20:26:27,Eve,"Eve, Charlie",pennding,305219,,Client C
P0394,AI Software,2024-02-20 20:26:27,2023-06-27 20:26:27,Charlie,,Completed,499973,496164,Client E
P0395,App Development,2023-12-17 20:26:27,2024-06-02 20:26:27,Alice,"Charlie, Frank",pennding,897662,245809,Client C
P0396,Blockchain Integration,2024-06-18 20:26:27,2024-03-03 20:26:27,David,"Alice, Bob",Cancelled,841452,209546,Client E
P0397,App Development,2024-09-02 20:26:27,2022-05-19 20:26:27,David,"David, Alice, Charlie",Pending,196864,849053,Client B
P0398,Data Warehouse,2024-02-19 20:26:27,2022-11-10 20:26:27,David,Bob,Cancelled,679678,498981,Client E
P0399,Blockchain Integration,2023-08-18 20:26:27,,Eve,"Alice, Frank",Cancelled,,551601,Client A
P0400,Data Warehouse,2023-01-05 20:26:27,2024-11-17 20:26:27,Alice,,pennding,,546970,Client E
P0401,,2022-07-31 20:26:27,,Eve,"Charlie, Eve, David",Pending,575110,190862,Client A
P0402,Blockchain Integration,2023-01-22 20:26:27,2024-03-14 20:26:27,David,"David, Eve",Active,248514,693063,Client B
P0403,Data Warehouse,2023-07-10 20:26:27,,Bob,Eve,Completed,392042,,Client B
P0404,Data Warehouse,2024-08-17 20:26:27,2022-04-22 20:26:27,Bob,"Frank, David",Pending,295056,,Client A
P0405,Blockchain Integration,2024-06-29 20:26:27,,Eve,"Charlie, Alice, David",Cancelled,426734,,Client D
P0406,Cloud Migration,2022-06-17 20:26:27,2022-06-25 20:26:27,Frank,"Charlie, Eve",Cancelled,170022,154768,Client E
P0407,App Development,2022-04-08 20:26:27,,David,,Active,196753,,Client D
P0408,IoT Automation,2023-05-28 20:26:27,2022-11-19 20:26:27,David,"Frank, Charlie",Cancelled,700424,577811,Client E
P0409,Data Warehouse,2023-02-17 20:26:27,2023-09-17 20:26:27,David,Frank,Pending,922359,313403,Client E
P0410,App Development,2023-04-21 20:26:27,2024-03-10 20:26:27,David,,Active,877094,592186,Client A
P0411,,2024-10-04 20:26:27,2022-11-13 20:26:27,,"Charlie, Eve, Alice",Cancelled,674555,112881,Client B
P0412,App Development,2023-01-12 20:26:27,2022-07-28 20:26:27,Eve,,Active,543824,,Client C
P0413,,2023-05-12 20:26:27,,Eve,"Eve, Alice, Bob",Active,347721,612928,Client E
P0414,,2023-03-12 20:26:27,2023-06-24 20:26:27,,"Alice, Frank, Bob",Completed,,,Client E
P0415,App Development,2024-02-16 20:26:27,,Bob,"Bob, Frank",Pending,731907,591348,Client B
P0416,Data Warehouse,2022-10-16 20:26:27,,Eve,"David, Alice, Charlie",Cancelled,170655,554575,Client E
P0417,IoT Automation,2024-05-26 20:26:27,2024-10-03 20:26:27,Charlie,David,Completed,382113,635975,Client D
P0418,AI Software,2023-12-27 20:26:27,2024-09-10 20:26:27,Eve,,Pending,287412,132976,Client A
P0419,Blockchain Integration,2023-08-08 20:26:27,2022-06-17 20:26:27,Frank,"Alice, Eve",Completed,916902,,Client D
P0420,Data Warehouse,2024-10-19 20:26:27,2022-07-08 20:26:27,Eve,"Alice, Frank",Pending,897819,425772,Client A
P0421,AI Software,2023-01-30 20:26:27,2024-08-23 20:26:27,Bob,"Bob, Charlie, Frank",Cancelled,287615,873754,Client C
P0422,AI Software,2023-10-25 20:26:27,2024-11-11 20:26:27,Alice,Bob,Completed,295881,890867,Client E
P0423,IoT Automation,2024-02-17 20:26:27,2024-01-26 20:26:27,Bob,"Frank, Bob",pennding,109171,191463,Client E
P0424,App Development,2023-03-16 20:26:27,2024-01-13 20:26:27,Bob,,Completed,280139,478394,Client C
P0425,Blockchain Integration,2023-08-21 20:26:27,2024-03-16 20:26:27,Alice,Alice,Completed,638177,222081,Client C
P0426,,2024-04-12 20:26:27,2023-03-25 20:26:27,Frank,"David, Alice",Completed,625245,495632,Client C
P0427,Data Warehouse,2022-12-10 20:26:27,2022-09-20 20:26:27,Charlie,"Charlie, Frank",pennding,159611,,Client A
P0428,,2022-12-06 20:26:27,2022-10-31 20:26:27,Alice,Alice,pennding,275113,222620,Client C
P0429,,2024-07-25 20:26:27,2022-10-03 20:26:27,Bob,"Eve, Bob, David",pennding,,,Client B
P0430,IoT Automation,2023-05-03 20:26:27,2024-06-18 20:26:27,Alice,,Active,238717,,Client D
P0431,Data Warehouse,2023-10-17 20:26:27,,Frank,,Active,738550,551976,Client D
P0432,Blockchain Integration,2024-08-12 20:26:27,2024-03-26 20:26:27,Eve,"Alice, David",Active,701740,500975,Client B
